0.452533790000000E+02,-0.117891158000000E+03
0.452533330000000E+02,-0.117860348000000E+03
0.452350110000000E+02,-0.117860367000000E+03
0.452349480000000E+02,-0.117841922000000E+03
0.452387440000000E+02,-0.117839206000000E+03
0.452404610000000E+02,-0.117830340000000E+03
0.452394800000000E+02,-0.117823803000000E+03
0.452398230000000E+02,-0.117822735000000E+03
0.452453090000000E+02,-0.117819209000000E+03
0.452471150000000E+02,-0.117818982000000E+03
0.452503400000000E+02,-0.117820793000000E+03
0.452537930000000E+02,-0.117821880000000E+03
0.452537990000000E+02,-0.117789432000000E+03
0.452601530000000E+02,-0.117784310000000E+03
0.452607470000000E+02,-0.117784342000000E+03
0.452622790000000E+02,-0.117785798000000E+03
0.452645890000000E+02,-0.117789099000000E+03
0.452645200000000E+02,-0.117785020000000E+03
0.452645200000000E+02,-0.117785020000000E+03
0.452630330000000E+02,-0.117783628000000E+03
0.452632610000000E+02,-0.117778578000000E+03
0.452617740000000E+02,-0.117775698000000E+03
0.452599220000000E+02,-0.117775828000000E+03
0.452572690000000E+02,-0.117775247000000E+03
0.452545710000000E+02,-0.117772142000000E+03
0.452525340000000E+02,-0.117768518000000E+03
0.452498580000000E+02,-0.117766952000000E+03
0.452459240000000E+02,-0.117766607000000E+03
0.452451490000000E+02,-0.117762729000000E+03
0.452465230000000E+02,-0.117760183000000E+03
0.452469160000000E+02,-0.117758143000000E+03
0.452464080000000E+02,-0.117756131000000E+03
0.452451130000000E+02,-0.117754513000000E+03
0.452407000000000E+02,-0.117753676000000E+03
0.452337030000000E+02,-0.117750572000000E+03
0.452296560000000E+02,-0.117750716000000E+03
0.452243760000000E+02,-0.117752431000000E+03
0.452208790000000E+02,-0.117754926000000E+03
0.452190520000000E+02,-0.117758033000000E+03
0.452176560000000E+02,-0.117755900000000E+03
0.452159160000000E+02,-0.117749582000000E+03
0.452161470000000E+02,-0.117744148000000E+03
0.452140900000000E+02,-0.117744146000000E+03
0.452125330000000E+02,-0.117748414000000E+03
0.452121450000000E+02,-0.117754773000000E+03
0.452135210000000E+02,-0.117763764000000E+03
0.452134540000000E+02,-0.117767839000000E+03
0.452120400000000E+02,-0.117775086000000E+03
0.452095020000000E+02,-0.117774829000000E+03
0.451946840000000E+02,-0.117765107000000E+03
0.451931490000000E+02,-0.117759157000000E+03
0.451934680000000E+02,-0.117757476000000E+03
0.451904250000000E+02,-0.117747808000000E+03
0.451831820000000E+02,-0.117740010000000E+03
0.451817650000000E+02,-0.117740202000000E+03
0.451790430000000E+02,-0.117742818000000E+03
0.451775570000000E+02,-0.117742106000000E+03
0.451740150000000E+02,-0.117737092000000E+03
0.451712290000000E+02,-0.117730205000000E+03
0.451680990000000E+02,-0.117727003000000E+03
0.451625670000000E+02,-0.117723995000000E+03
0.451593880000000E+02,-0.117725318000000E+03
0.451588620000000E+02,-0.117726222000000E+03
0.451551820000000E+02,-0.117723829000000E+03
0.451528300000000E+02,-0.117715911000000E+03
0.451514110000000E+02,-0.117721403000000E+03
0.451492840000000E+02,-0.117722662000000E+03
0.451475920000000E+02,-0.117722338000000E+03
0.451408720000000E+02,-0.117718264000000E+03
0.451348860000000E+02,-0.117698395000000E+03
0.451328280000000E+02,-0.117697717000000E+03
0.451293310000000E+02,-0.117687057000000E+03
0.451275480000000E+02,-0.117686217000000E+03
0.451292400000000E+02,-0.117690546000000E+03
0.451283919228516E+02,-0.117693445661133E+03
