"","Zipcodes","InquiryMale","InquiryFemale","InquiryTotal","InquiryMalePercentage","InquiryFemalePercentage","AppliedMale","AppliedFemale","AppliedTotal","AppliedMalePercentage","AppliedFemalePercentage","AcceptedMale","AcceptedFemale","AcceptedTotal","AcceptedMalePercentage","AcceptedFemalePercentage","EnrolledMale","EnrolledFemale","EnrolledTotal","EnrolledMalePercentage","EnrolledFemalePercentage"
"1","80002",0,1,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"2","80003",3,5,8,0.375,0.625,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"3","80004",5,6,11,0.454545454545455,0.545454545454545,1,0,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA
"4","80005",2,2,4,0.5,0.5,1,1,2,0.5,0.5,0,0,0,NA,NA,0,0,0,NA,NA
"5","80007",2,3,5,0.4,0.6,1,1,2,0.5,0.5,0,1,1,0,1,0,0,0,NA,NA
"6","80010",2,2,4,0.5,0.5,1,1,2,0.5,0.5,0,0,0,NA,NA,0,0,0,NA,NA
"7","80011",8,5,13,0.615384615384615,0.384615384615385,1,2,3,0.666666666666667,0.333333333333333,0,0,0,NA,NA,0,0,0,NA,NA
"8","80012",1,5,6,0.166666666666667,0.833333333333333,0,1,1,1,0,0,0,0,NA,NA,0,0,0,NA,NA
"9","80013",2,8,10,0.2,0.8,1,2,3,0.666666666666667,0.333333333333333,0,0,0,NA,NA,0,0,0,NA,NA
"10","80014",0,8,8,0,1,0,2,2,1,0,0,0,0,NA,NA,0,0,0,NA,NA
"11","80015",11,16,27,0.407407407407407,0.592592592592593,2,1,3,0.333333333333333,0.666666666666667,1,0,1,1,0,0,0,0,NA,NA
"12","80016",8,11,19,0.421052631578947,0.578947368421053,3,1,4,0.25,0.75,1,1,2,0.5,0.5,0,0,0,NA,NA
"13","80017",2,2,4,0.5,0.5,0,1,1,1,0,0,0,0,NA,NA,0,0,0,NA,NA
"14","80018",0,3,3,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,NA,NA
"15","80019",0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,NA,NA
"16","80020",5,12,17,0.294117647058824,0.705882352941177,0,2,2,1,0,0,0,0,NA,NA,0,0,0,NA,NA
"17","80021",1,4,5,0.2,0.8,0,1,1,1,0,0,0,0,NA,NA,0,0,0,NA,NA
"18","80022",1,1,2,0.5,0.5,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"19","80023",3,5,8,0.375,0.625,0,1,1,1,0,0,0,0,NA,NA,0,0,0,NA,NA
"20","80026",2,6,8,0.25,0.75,0,2,2,1,0,0,1,1,0,1,0,0,0,NA,NA
"21","80027",11,8,19,0.578947368421053,0.421052631578947,4,1,5,0.2,0.8,0,0,0,NA,NA,0,0,0,NA,NA
"22","80030",0,1,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"23","80031",1,6,7,0.142857142857143,0.857142857142857,1,3,4,0.75,0.25,0,0,0,NA,NA,0,0,0,NA,NA
"24","80033",7,5,12,0.583333333333333,0.416666666666667,1,3,4,0.75,0.25,0,1,1,0,1,0,0,0,NA,NA
"25","80102",2,0,2,1,0,1,0,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA
"26","80104",5,4,9,0.555555555555556,0.444444444444444,3,0,3,0,1,0,0,0,NA,NA,0,0,0,NA,NA
"27","80107",1,3,4,0.25,0.75,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"28","80108",0,3,3,0,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"29","80109",2,3,5,0.4,0.6,1,0,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA
"30","80110",1,2,3,0.333333333333333,0.666666666666667,1,1,2,0.5,0.5,0,0,0,NA,NA,0,0,0,NA,NA
"31","80111",6,8,14,0.428571428571429,0.571428571428571,2,4,6,0.666666666666667,0.333333333333333,0,1,1,0,1,0,0,0,NA,NA
"32","80112",7,14,21,0.333333333333333,0.666666666666667,1,5,6,0.833333333333333,0.166666666666667,1,2,3,0.333333333333333,0.666666666666667,0,0,0,NA,NA
"33","80113",4,8,12,0.333333333333333,0.666666666666667,1,1,2,0.5,0.5,0,1,1,0,1,0,0,0,NA,NA
"34","80116",0,1,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"35","80118",0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"36","80120",5,4,9,0.555555555555556,0.444444444444444,1,1,2,0.5,0.5,0,0,0,NA,NA,0,0,0,NA,NA
"37","80121",6,7,13,0.461538461538462,0.538461538461538,4,4,8,0.5,0.5,2,2,4,0.5,0.5,1,1,2,0.5,0.5
"38","80122",8,9,17,0.470588235294118,0.529411764705882,2,3,5,0.6,0.4,1,1,2,0.5,0.5,0,0,0,NA,NA
