0.450537400000000E+02,-0.122693376000000E+03
0.450513390000000E+02,-0.122689506000000E+03
0.450442060000000E+02,-0.122685958000000E+03
0.450379860000000E+02,-0.122685152000000E+03
0.450298690000000E+02,-0.122685088000000E+03
0.450276050000000E+02,-0.122676512000000E+03
0.450272840000000E+02,-0.122662970000000E+03
0.450247220000000E+02,-0.122658457000000E+03
0.450168790000000E+02,-0.122658493000000E+03
0.450165600000000E+02,-0.122662588000000E+03
0.450187330000000E+02,-0.122665423000000E+03
0.450215230000000E+02,-0.122667872000000E+03
0.450228720000000E+02,-0.122670613000000E+03
0.450225980000000E+02,-0.122671451000000E+03
0.450175910000000E+02,-0.122674902000000E+03
0.450156940000000E+02,-0.122677191000000E+03
0.450146640000000E+02,-0.122680544000000E+03
0.450148240000000E+02,-0.122682800000000E+03
0.450135210000000E+02,-0.122683220000000E+03
0.450097030000000E+02,-0.122679706000000E+03
0.450003730000000E+02,-0.122669201000000E+03
0.449988430000000E+02,-0.122664464000000E+03
0.449923700000000E+02,-0.122655026000000E+03
0.449876120000000E+02,-0.122651033000000E+03
0.449788090000000E+02,-0.122649751000000E+03
0.449762710000000E+02,-0.122650654000000E+03
0.449753110000000E+02,-0.122650430000000E+03
0.449735260000000E+02,-0.122646920000000E+03
0.449740740000000E+02,-0.122643956000000E+03
0.449701850000000E+02,-0.122640672000000E+03
0.449675560000000E+02,-0.122640997000000E+03
0.449662300000000E+02,-0.122641900000000E+03
0.449650870000000E+02,-0.122641997000000E+03
0.449600290000000E+02,-0.122632308000000E+03
0.449590440000000E+02,-0.122628831000000E+03
0.449569400000000E+02,-0.122627996000000E+03
0.449569400000000E+02,-0.122627996000000E+03
0.449493960000000E+02,-0.122630161000000E+03
0.449422210000000E+02,-0.122640052000000E+03
0.449418560000000E+02,-0.122642660000000E+03
0.449402560000000E+02,-0.122644625000000E+03
0.449379240000000E+02,-0.122644305000000E+03
0.449324130000000E+02,-0.122641702000000E+03
0.449293450000000E+02,-0.122633819000000E+03
0.449286340000000E+02,-0.122629925000000E+03
0.449262790000000E+02,-0.122623175000000E+03
0.449192200000000E+02,-0.122610681000000E+03
0.449184430000000E+02,-0.122609908000000E+03
0.449161790000000E+02,-0.122609746000000E+03
0.449133900000000E+02,-0.122608810000000E+03
0.449118130000000E+02,-0.122607747000000E+03
0.449078130000000E+02,-0.122601759000000E+03
0.449062830000000E+02,-0.122597511000000E+03
0.449037020000000E+02,-0.122586185000000E+03
0.448966610000000E+02,-0.122575213000000E+03
0.448889550000000E+02,-0.122571448000000E+03
0.448867830000000E+02,-0.122569164000000E+03
0.448849770000000E+02,-0.122564436000000E+03
0.448851830000000E+02,-0.122559162000000E+03
0.448839020000000E+02,-0.122558036000000E+03
0.448832050000000E+02,-0.122558011000000E+03
0.448821190000000E+02,-0.122570611000000E+03
0.448822330000000E+02,-0.122575531000000E+03
0.448849760000000E+02,-0.122580035000000E+03
0.448872380000000E+02,-0.122587561000000E+03
0.448866430000000E+02,-0.122593061000000E+03
0.448859790000000E+02,-0.122595794000000E+03
0.448840730000000E+02,-0.122600080000000E+03
0.448836610000000E+02,-0.122602823000000E+03
0.448836610000000E+02,-0.122602823000000E+03
0.448852890000000E+02,-0.122606311000000E+03
0.448856530000000E+02,-0.122611490000000E+03
0.448846660000000E+02,-0.122620559000000E+03
0.448839340000000E+02,-0.122620526000000E+03
0.448831080000000E+02,-0.122625349000000E+03
0.448834310000000E+02,-0.122632608000000E+03
0.448844170000000E+02,-0.122638139000000E+03
0.448841890000000E+02,-0.122640101000000E+03
0.448828400000000E+02,-0.122641325000000E+03
0.448800280000000E+02,-0.122641681000000E+03
0.448795250000000E+02,-0.122642228000000E+03
0.448780180000000E+02,-0.122645606000000E+03
0.448775850000000E+02,-0.122651362000000E+03
0.448715080000000E+02,-0.122651783000000E+03
0.448636440000000E+02,-0.122654843000000E+03
0.448547500000000E+02,-0.122657355000000E+03
0.448533320000000E+02,-0.122658803000000E+03
0.448531730000000E+02,-0.122661181000000E+03
0.448552540000000E+02,-0.122662241000000E+03
0.448748440000000E+02,-0.122662088000000E+03
0.448806300000000E+02,-0.122666604000000E+03
0.448885890000000E+02,-0.122678534000000E+03
0.448973700000000E+02,-0.122688537000000E+03
0.449027890000000E+02,-0.122688344000000E+03
0.449039320000000E+02,-0.122689696000000E+03
0.449042290000000E+02,-0.122691980000000E+03
0.449027890000000E+02,-0.122695358000000E+03
0.449023990000000E+02,-0.122702950000000E+03
0.449147690000000E+02,-0.122703339000000E+03
0.449151810000000E+02,-0.122704369000000E+03
0.449152250000000E+02,-0.122712028000000E+03
0.449160250000000E+02,-0.122715118000000E+03
0.449193390000000E+02,-0.122721363000000E+03
0.449221970000000E+02,-0.122721654000000E+03
0.449228740000000E+02,-0.122745374000000E+03
0.449248610000000E+02,-0.122748851000000E+03
0.449242900000000E+02,-0.122756283000000E+03
0.449219340000000E+02,-0.122748784000000E+03
0.449176590000000E+02,-0.122748522000000E+03
0.449170870000000E+02,-0.122749358000000E+03
0.449165380000000E+02,-0.122749390000000E+03
0.449145030000000E+02,-0.122748422000000E+03
0.449120360000000E+02,-0.122743690000000E+03
0.449105290000000E+02,-0.122739184000000E+03
0.449093410000000E+02,-0.122738024000000E+03
0.449066660000000E+02,-0.122737057000000E+03
0.449016380000000E+02,-0.122731905000000E+03
0.448973850000000E+02,-0.122731548000000E+03
0.448899780000000E+02,-0.122726782000000E+03
0.448830730000000E+02,-0.122724590000000E+03
0.448767630000000E+02,-0.122721434000000E+03
0.448751980000000E+02,-0.122719963000000E+03
0.448726080000000E+02,-0.122719984000000E+03
0.448723290000000E+02,-0.122733908000000E+03
0.448797080000000E+02,-0.122735619000000E+03
0.448874590000000E+02,-0.122736172000000E+03
0.448928540000000E+02,-0.122739908000000E+03
0.448944610000000E+02,-0.122785586000000E+03
0.448950560000000E+02,-0.122787323000000E+03
0.448986920000000E+02,-0.122787514000000E+03
0.448997440000000E+02,-0.122787739000000E+03
0.449001100000000E+02,-0.122788318000000E+03
0.449007520000000E+02,-0.122802762000000E+03
0.449007520000000E+02,-0.122802762000000E+03
0.449085040000000E+02,-0.122802310000000E+03
0.449148140000000E+02,-0.122799188000000E+03
0.449187010000000E+02,-0.122799090000000E+03
0.449283500000000E+02,-0.122799248000000E+03
0.449330840000000E+02,-0.122802306000000E+03
0.449425730000000E+02,-0.122802015000000E+03
0.449422760000000E+02,-0.122819464000000E+03
0.449427090000000E+02,-0.122831504000000E+03
0.449505750000000E+02,-0.122832860000000E+03
0.449512380000000E+02,-0.122830993000000E+03
0.449601100000000E+02,-0.122829836000000E+03
0.449620530000000E+02,-0.122833154000000E+03
0.449628760000000E+02,-0.122836503000000E+03
0.449668300000000E+02,-0.122841079000000E+03
0.449681790000000E+02,-0.122840918000000E+03
0.449694820000000E+02,-0.122844301000000E+03
0.449704310000000E+02,-0.122849605000000E+03
0.449688850000000E+02,-0.122853351000000E+03
0.449676270000000E+02,-0.122853737000000E+03
0.449665070000000E+02,-0.122852254000000E+03
0.449643810000000E+02,-0.122851222000000E+03
0.449605840000000E+02,-0.122855149000000E+03
0.449594850000000E+02,-0.122857628000000E+03
0.449570580000000E+02,-0.122865484000000E+03
0.449579490000000E+02,-0.122869188000000E+03
0.449582100000000E+02,-0.122878819000000E+03
0.449582100000000E+02,-0.122878819000000E+03
0.449708840000000E+02,-0.122872154000000E+03
0.449707700000000E+02,-0.122877459000000E+03
0.449775700000000E+02,-0.122880067000000E+03
0.449913300000000E+02,-0.122880211000000E+03
0.449914580000000E+02,-0.122889027000000E+03
0.450099860000000E+02,-0.122883940000000E+03
0.450110160000000E+02,-0.122896318000000E+03
0.450097940000000E+02,-0.122906628000000E+03
0.450191380000000E+02,-0.122906692000000E+03
0.450193940000000E+02,-0.122909717000000E+03
0.450292500000000E+02,-0.122909685000000E+03
0.450295700000000E+02,-0.122894740000000E+03
0.450314580000000E+02,-0.122895828000000E+03
0.450352660000000E+02,-0.122896148000000E+03
0.450388820000000E+02,-0.122894308000000E+03
0.450408820000000E+02,-0.122895397000000E+03
0.450420020000000E+02,-0.122897429000000E+03
