0.452906090000000E+02,-0.122769077000000E+03
0.452839050000000E+02,-0.122769317000000E+03
0.452829290000000E+02,-0.122765205000000E+03
0.452829460000000E+02,-0.122751605000000E+03
0.452834900000000E+02,-0.122747973000000E+03
0.452839540000000E+02,-0.122747413000000E+03
0.452861780000000E+02,-0.122746677000000E+03
0.452896820000000E+02,-0.122746255000000E+03
0.452947220000000E+02,-0.122747189000000E+03
0.452952020000000E+02,-0.122748693000000E+03
0.452946420000000E+02,-0.122749333000000E+03
0.452939850000000E+02,-0.122753621000000E+03
0.452950790000000E+02,-0.122753999000000E+03
0.452950790000000E+02,-0.122753999000000E+03
0.452987860000000E+02,-0.122745749000000E+03
0.453000340000000E+02,-0.122741573000000E+03
0.453018900000000E+02,-0.122730933000000E+03
0.453019220000000E+02,-0.122724772000000E+03
0.453004820000000E+02,-0.122720868000000E+03
0.452984820000000E+02,-0.122718868000000E+03
0.452979860000000E+02,-0.122719572000000E+03
0.452979380000000E+02,-0.122721044000000E+03
0.452970260000000E+02,-0.122721908000000E+03
0.452960340000000E+02,-0.122720372000000E+03
0.452945780000000E+02,-0.122719972000000E+03
0.452910580000000E+02,-0.122722484000000E+03
0.452894100000000E+02,-0.122722324000000E+03
0.452882260000000E+02,-0.122721188000000E+03
0.452887380000000E+02,-0.122720212000000E+03
0.452878740000000E+02,-0.122718356000000E+03
0.452841620000000E+02,-0.122716276000000E+03
0.452828820000000E+02,-0.122718036000000E+03
0.452836500000000E+02,-0.122720628000000E+03
0.452826100000000E+02,-0.122724692000000E+03
0.452822900000000E+02,-0.122729652000000E+03
0.452807380000000E+02,-0.122731044000000E+03
0.452807380000000E+02,-0.122731044000000E+03
0.452800660000000E+02,-0.122730484000000E+03
0.452754260000000E+02,-0.122730180000000E+03
0.452731700000000E+02,-0.122730900000000E+03
0.452729300000000E+02,-0.122731700000000E+03
0.452743700000000E+02,-0.122733044000000E+03
0.452746260000000E+02,-0.122734244000000E+03
0.452734100000000E+02,-0.122737588000000E+03
0.452727379277344E+02,-0.122738006370898E+03
0.452717300000000E+02,-0.122737860000000E+03
0.452710100000000E+02,-0.122737092000000E+03
0.452709140000000E+02,-0.122734260000000E+03
0.452660180000000E+02,-0.122734484000000E+03
0.452652980000000E+02,-0.122735220000000E+03
0.452658740000000E+02,-0.122736660000000E+03
0.452661460000000E+02,-0.122739876000000E+03
0.452645780000000E+02,-0.122742836000000E+03
0.452632980000000E+02,-0.122744148000000E+03
0.452623380000000E+02,-0.122744564000000E+03
0.452611700000000E+02,-0.122744180000000E+03
0.452605940000000E+02,-0.122742228000000E+03
0.452608980000000E+02,-0.122740916000000E+03
0.452605780000000E+02,-0.122739700000000E+03
0.452593300000000E+02,-0.122738724000000E+03
0.452561620000000E+02,-0.122743124000000E+03
0.452532020000000E+02,-0.122744196000000E+03
0.452524180000000E+02,-0.122743924000000E+03
0.452498420000000E+02,-0.122747495000000E+03
0.452487110000000E+02,-0.122747805000000E+03
0.452463190000000E+02,-0.122751089000000E+03
0.452384900000000E+02,-0.122750818000000E+03
0.452380320000000E+02,-0.122750609000000E+03
0.452371770000000E+02,-0.122748205000000E+03
0.452384000000000E+02,-0.122748118000000E+03
0.452486250000000E+02,-0.122738063000000E+03
